lipid_metab_node,RNAseq_node,Shortest_path_length,number_of_shortest_paths
lipid137,ENSMUSG00000059495,5,1
lipid137,ENSMUSG00000060961,5,1
lipid137,ENSMUSG00000061331,6,17
lipid137,ENSMUSG00000061755,5,1
lipid137,ENSMUSG00000062949,5,1
lipid137,ENSMUSG00000062981,6,18
lipid137,ENSMUSG00000063077,5,1
lipid137,ENSMUSG00000063382,7,10
lipid137,ENSMUSG00000064294,5,1
lipid137,ENSMUSG00000064337,5,2
lipid137,ENSMUSG00000064339,5,1
lipid137,ENSMUSG00000064345,6,17
lipid137,ENSMUSG00000064367,5,1
lipid137,ENSMUSG00000066406,6,1
lipid137,ENSMUSG00000068220,6,25
lipid137,ENSMUSG00000069892,5,1
lipid137,ENSMUSG00000070594,5,2
lipid137,ENSMUSG00000072294,6,1
lipid137,ENSMUSG00000074422,5,1
lipid137,ENSMUSG00000078427,6,17
lipid137,ENSMUSG00000080542,6,11
lipid137,ENSMUSG00000090836,6,9
lipid138,ENSMUSG00000000056,8,3
lipid138,ENSMUSG00000002028,9,27
lipid138,ENSMUSG00000003039,9,15
lipid138,ENSMUSG00000003813,9,3
lipid138,ENSMUSG00000004207,3,2
lipid138,ENSMUSG00000006005,8,3
lipid138,ENSMUSG00000011960,9,3
lipid138,ENSMUSG00000015759,9,9
lipid138,ENSMUSG00000016756,8,3
lipid138,ENSMUSG00000020154,9,3
lipid138,ENSMUSG00000020224,8,3
lipid138,ENSMUSG00000020250,9,27
lipid138,ENSMUSG00000020608,9,84
lipid138,ENSMUSG00000020609,8,3
lipid138,ENSMUSG00000020709,9,36
lipid138,ENSMUSG00000020721,8,3
lipid138,ENSMUSG00000020863,8,3
lipid138,ENSMUSG00000021039,7,3
lipid138,ENSMUSG00000021149,9,39
lipid138,ENSMUSG00000021243,9,3
lipid138,ENSMUSG00000021408,10,159
lipid138,ENSMUSG00000021413,9,30
lipid138,ENSMUSG00000021549,9,30
lipid138,ENSMUSG00000022141,9,24
lipid138,ENSMUSG00000022205,10,270
lipid138,ENSMUSG00000022383,8,6
lipid138,ENSMUSG00000022387,9,6
lipid138,ENSMUSG00000022521,9,6
lipid138,ENSMUSG00000022911,8,3
lipid138,ENSMUSG00000023852,8,6
lipid138,ENSMUSG00000024083,9,12
lipid138,ENSMUSG00000024096,3,15
lipid138,ENSMUSG00000024122,9,3
lipid138,ENSMUSG00000024188,9,27
lipid138,ENSMUSG00000024384,9,3
lipid138,ENSMUSG00000024498,8,3
lipid138,ENSMUSG00000024526,3,1
lipid138,ENSMUSG00000024921,9,3
lipid138,ENSMUSG00000024975,9,6
lipid138,ENSMUSG00000025194,9,12
lipid138,ENSMUSG00000025364,9,9
lipid138,ENSMUSG00000025809,8,3
lipid138,ENSMUSG00000025860,9,15
lipid138,ENSMUSG00000026234,8,3
lipid138,ENSMUSG00000026353,8,3
lipid138,ENSMUSG00000026398,9,33
lipid138,ENSMUSG00000026464,9,48
lipid138,ENSMUSG00000026579,8,3
lipid138,ENSMUSG00000026740,9,9
lipid138,ENSMUSG00000026743,10,243
lipid138,ENSMUSG00000026991,9,15
lipid138,ENSMUSG00000027677,9,12
lipid138,ENSMUSG00000027680,8,6
lipid138,ENSMUSG00000027708,10,87
lipid138,ENSMUSG00000027884,9,33
lipid138,ENSMUSG00000028029,9,48
lipid138,ENSMUSG00000028053,8,3
lipid138,ENSMUSG00000028180,9,45
lipid138,ENSMUSG00000028559,9,54
lipid138,ENSMUSG00000028797,9,6
lipid138,ENSMUSG00000028869,9,15
lipid138,ENSMUSG00000029623,9,33
lipid138,ENSMUSG00000029634,9,15
lipid138,ENSMUSG00000029836,8,3
lipid138,ENSMUSG00000030059,9,96
lipid138,ENSMUSG00000030122,9,18
lipid138,ENSMUSG00000030216,9,6
lipid138,ENSMUSG00000030451,9,18
lipid138,ENSMUSG00000030557,9,30
lipid138,ENSMUSG00000030738,8,6
lipid138,ENSMUSG00000031060,9,3
lipid138,ENSMUSG00000031357,8,3
lipid138,ENSMUSG00000031902,9,72
lipid138,ENSMUSG00000031954,9,9
lipid138,ENSMUSG00000032384,10,279
lipid138,ENSMUSG00000032407,9,75
lipid138,ENSMUSG00000032525,9,12
lipid138,ENSMUSG00000032727,9,54
lipid138,ENSMUSG00000032763,4,3
lipid138,ENSMUSG00000033228,9,3
lipid138,ENSMUSG00000034163,10,315
lipid138,ENSMUSG00000034243,8,3
lipid138,ENSMUSG00000034252,8,3
lipid138,ENSMUSG00000034610,8,3
lipid138,ENSMUSG00000034620,8,3
lipid138,ENSMUSG00000035284,9,57
lipid138,ENSMUSG00000035349,8,3
lipid138,ENSMUSG00000035469,9,21
lipid138,ENSMUSG00000035762,9,21
lipid138,ENSMUSG00000036180,9,18
lipid138,ENSMUSG00000036940,8,3
lipid138,ENSMUSG00000037110,9,6
lipid138,ENSMUSG00000037234,9,36
lipid138,ENSMUSG00000037416,9,3
lipid138,ENSMUSG00000038446,9,3
lipid138,ENSMUSG00000038664,8,3
lipid138,ENSMUSG00000038708,8,3
lipid138,ENSMUSG00000038774,8,3
lipid138,ENSMUSG00000039704,10,48
lipid138,ENSMUSG00000040459,9,24
lipid138,ENSMUSG00000040549,9,51
lipid138,ENSMUSG00000041360,10,156
lipid138,ENSMUSG00000041997,9,42
lipid138,ENSMUSG00000042605,8,3
lipid138,ENSMUSG00000042814,7,3
lipid138,ENSMUSG00000043279,9,6
lipid138,ENSMUSG00000044252,9,3
lipid138,ENSMUSG00000044519,8,3
lipid138,ENSMUSG00000044573,8,3
lipid138,ENSMUSG00000046111,9,12
lipid138,ENSMUSG00000046230,8,3
lipid138,ENSMUSG00000048000,8,3
lipid138,ENSMUSG00000048118,9,15
lipid138,ENSMUSG00000049091,8,3
lipid138,ENSMUSG00000049606,8,3
lipid138,ENSMUSG00000050697,8,3
lipid138,ENSMUSG00000051285,8,3
lipid138,ENSMUSG00000052337,9,30
lipid138,ENSMUSG00000052428,9,12
lipid138,ENSMUSG00000052539,8,6
lipid138,ENSMUSG00000052595,7,3
lipid138,ENSMUSG00000053453,8,3
lipid138,ENSMUSG00000053510,10,231
lipid138,ENSMUSG00000053877,8,6
lipid138,ENSMUSG00000054226,9,12
lipid138,ENSMUSG00000056608,9,18
lipid138,ENSMUSG00000057110,9,21
lipid138,ENSMUSG00000057181,9,3
lipid138,ENSMUSG00000058056,10,213
lipid138,ENSMUSG00000058301,9,21
lipid138,ENSMUSG00000058587,9,45
lipid138,ENSMUSG00000059495,8,3
lipid138,ENSMUSG00000060961,8,3
lipid138,ENSMUSG00000061331,9,51
lipid138,ENSMUSG00000061755,8,3
lipid138,ENSMUSG00000062949,8,3
lipid138,ENSMUSG00000062981,9,54
lipid138,ENSMUSG00000063077,8,3
lipid138,ENSMUSG00000063382,10,30
lipid138,ENSMUSG00000064294,8,3
lipid138,ENSMUSG00000064337,8,6
lipid138,ENSMUSG00000064339,8,3
lipid138,ENSMUSG00000064345,9,51
lipid138,ENSMUSG00000064367,8,3
lipid138,ENSMUSG00000066406,9,3
lipid138,ENSMUSG00000068220,3,1
lipid138,ENSMUSG00000069892,8,3
lipid138,ENSMUSG00000070594,8,6
lipid138,ENSMUSG00000072294,9,3
lipid138,ENSMUSG00000074422,8,3
lipid138,ENSMUSG00000078427,9,51
lipid138,ENSMUSG00000080542,9,33
lipid138,ENSMUSG00000090836,9,27
lipid139,ENSMUSG00000000056,8,1
lipid139,ENSMUSG00000002028,9,9
lipid139,ENSMUSG00000003039,9,5
lipid139,ENSMUSG00000003813,9,1
lipid139,ENSMUSG00000004207,4,13
lipid139,ENSMUSG00000006005,8,1
lipid139,ENSMUSG00000011960,9,1
lipid139,ENSMUSG00000015759,9,3
lipid139,ENSMUSG00000016756,8,1
lipid139,ENSMUSG00000020154,9,1
lipid139,ENSMUSG00000020224,8,1
lipid139,ENSMUSG00000020250,9,9
lipid139,ENSMUSG00000020608,9,28
lipid139,ENSMUSG00000020609,8,1
lipid139,ENSMUSG00000020709,9,12
lipid139,ENSMUSG00000020721,8,1
lipid139,ENSMUSG00000020863,8,1
lipid139,ENSMUSG00000021039,7,1
lipid139,ENSMUSG00000021149,9,13
lipid139,ENSMUSG00000021243,9,1
lipid139,ENSMUSG00000021408,10,53
lipid139,ENSMUSG00000021413,9,10
lipid139,ENSMUSG00000021549,9,10
lipid139,ENSMUSG00000022141,9,8
lipid139,ENSMUSG00000022205,10,90
lipid139,ENSMUSG00000022383,8,2
lipid139,ENSMUSG00000022387,9,2
lipid139,ENSMUSG00000022521,9,2
lipid139,ENSMUSG00000022911,8,1
lipid139,ENSMUSG00000023852,8,2
lipid139,ENSMUSG00000024083,9,4
lipid139,ENSMUSG00000024096,3,8
lipid139,ENSMUSG00000024122,9,1
lipid139,ENSMUSG00000024188,9,9
lipid139,ENSMUSG00000024384,9,1
lipid139,ENSMUSG00000024498,8,1
lipid139,ENSMUSG00000024526,4,9
lipid139,ENSMUSG00000024921,9,1
lipid139,ENSMUSG00000024975,9,2
lipid139,ENSMUSG00000025194,9,4
lipid139,ENSMUSG00000025364,9,3
lipid139,ENSMUSG00000025809,8,1
lipid139,ENSMUSG00000025860,9,5
lipid139,ENSMUSG00000026234,8,1
lipid139,ENSMUSG00000026353,8,1
lipid139,ENSMUSG00000026398,9,11
lipid139,ENSMUSG00000026464,9,16
lipid139,ENSMUSG00000026579,8,1
lipid139,ENSMUSG00000026740,9,3
lipid139,ENSMUSG00000026743,10,81
lipid139,ENSMUSG00000026991,9,5
lipid139,ENSMUSG00000027677,9,4
lipid139,ENSMUSG00000027680,8,2
lipid139,ENSMUSG00000027708,10,29
lipid139,ENSMUSG00000027884,9,11
lipid139,ENSMUSG00000028029,9,16
lipid139,ENSMUSG00000028053,8,1
lipid139,ENSMUSG00000028180,9,15
lipid139,ENSMUSG00000028559,9,18
lipid139,ENSMUSG00000028797,9,2
lipid139,ENSMUSG00000028869,9,5
lipid139,ENSMUSG00000029623,9,11
lipid139,ENSMUSG00000029634,9,5
lipid139,ENSMUSG00000029836,8,1
lipid139,ENSMUSG00000030059,9,32
lipid139,ENSMUSG00000030122,9,6
lipid139,ENSMUSG00000030216,9,2
lipid139,ENSMUSG00000030451,9,6
lipid139,ENSMUSG00000030557,9,10
lipid139,ENSMUSG00000030738,8,2
lipid139,ENSMUSG00000031060,9,1
lipid139,ENSMUSG00000031357,8,1
lipid139,ENSMUSG00000031902,9,24
lipid139,ENSMUSG00000031954,9,3
lipid139,ENSMUSG00000032384,10,93
lipid139,ENSMUSG00000032407,9,25
lipid139,ENSMUSG00000032525,9,4
lipid139,ENSMUSG00000032727,9,18
lipid139,ENSMUSG00000032763,4,2
lipid139,ENSMUSG00000033228,9,1
lipid139,ENSMUSG00000034163,10,105
lipid139,ENSMUSG00000034243,8,1
lipid139,ENSMUSG00000034252,8,1
lipid139,ENSMUSG00000034610,8,1
lipid139,ENSMUSG00000034620,8,1
lipid139,ENSMUSG00000035284,9,19
lipid139,ENSMUSG00000035349,8,1
lipid139,ENSMUSG00000035469,9,7
lipid139,ENSMUSG00000035762,9,7
lipid139,ENSMUSG00000036180,9,6
lipid139,ENSMUSG00000036940,8,1
lipid139,ENSMUSG00000037110,9,2
lipid139,ENSMUSG00000037234,9,12
lipid139,ENSMUSG00000037416,9,1
lipid139,ENSMUSG00000038446,9,1
lipid139,ENSMUSG00000038664,8,1
lipid139,ENSMUSG00000038708,8,1
lipid139,ENSMUSG00000038774,8,1
lipid139,ENSMUSG00000039704,10,16
lipid139,ENSMUSG00000040459,9,8
lipid139,ENSMUSG00000040549,9,17
lipid139,ENSMUSG00000041360,10,52
lipid139,ENSMUSG00000041997,9,14
lipid139,ENSMUSG00000042605,8,1
lipid139,ENSMUSG00000042814,7,1
lipid139,ENSMUSG00000043279,9,2
lipid139,ENSMUSG00000044252,9,1
lipid139,ENSMUSG00000044519,8,1
lipid139,ENSMUSG00000044573,8,1
lipid139,ENSMUSG00000046111,9,4
lipid139,ENSMUSG00000046230,8,1
lipid139,ENSMUSG00000048000,8,1
lipid139,ENSMUSG00000048118,9,5
lipid139,ENSMUSG00000049091,8,1
lipid139,ENSMUSG00000049606,8,1
lipid139,ENSMUSG00000050697,8,1
lipid139,ENSMUSG00000051285,8,1
lipid139,ENSMUSG00000052337,9,10
lipid139,ENSMUSG00000052428,9,4
lipid139,ENSMUSG00000052539,8,2
lipid139,ENSMUSG00000052595,7,1
lipid139,ENSMUSG00000053453,8,1
lipid139,ENSMUSG00000053510,10,77
lipid139,ENSMUSG00000053877,8,2
lipid139,ENSMUSG00000054226,9,4
lipid139,ENSMUSG00000056608,9,6
lipid139,ENSMUSG00000057110,9,7
lipid139,ENSMUSG00000057181,9,1
lipid139,ENSMUSG00000058056,10,71
lipid139,ENSMUSG00000058301,9,7
lipid139,ENSMUSG00000058587,9,15
lipid139,ENSMUSG00000059495,8,1
lipid139,ENSMUSG00000060961,8,1
lipid139,ENSMUSG00000061331,9,17
lipid139,ENSMUSG00000061755,8,1
lipid139,ENSMUSG00000062949,8,1
lipid139,ENSMUSG00000062981,9,18
lipid139,ENSMUSG00000063077,8,1
lipid139,ENSMUSG00000063382,10,10
lipid139,ENSMUSG00000064294,8,1
lipid139,ENSMUSG00000064337,8,2
lipid139,ENSMUSG00000064339,8,1
lipid139,ENSMUSG00000064345,9,17
lipid139,ENSMUSG00000064367,8,1
lipid139,ENSMUSG00000066406,9,1
lipid139,ENSMUSG00000068220,4,10
lipid139,ENSMUSG00000069892,8,1
lipid139,ENSMUSG00000070594,8,2
lipid139,ENSMUSG00000072294,9,1
lipid139,ENSMUSG00000074422,8,1
lipid139,ENSMUSG00000078427,9,17
lipid139,ENSMUSG00000080542,9,11
lipid139,ENSMUSG00000090836,9,9
lipid140,ENSMUSG00000000056,6,7
lipid140,ENSMUSG00000002028,7,63
lipid140,ENSMUSG00000003039,7,35
lipid140,ENSMUSG00000003813,7,7
lipid140,ENSMUSG00000004207,5,60
lipid140,ENSMUSG00000006005,6,7
lipid140,ENSMUSG00000011960,7,7
lipid140,ENSMUSG00000015759,7,21
lipid140,ENSMUSG00000016756,6,7
lipid140,ENSMUSG00000020154,7,7
lipid140,ENSMUSG00000020224,6,7
lipid140,ENSMUSG00000020250,7,63
lipid140,ENSMUSG00000020608,7,196
lipid140,ENSMUSG00000020609,6,7
lipid140,ENSMUSG00000020709,7,84
lipid140,ENSMUSG00000020721,6,7
lipid140,ENSMUSG00000020863,6,7
lipid140,ENSMUSG00000021039,5,7
lipid140,ENSMUSG00000021149,7,91
lipid140,ENSMUSG00000021243,7,7
lipid140,ENSMUSG00000021408,8,371
lipid140,ENSMUSG00000021413,7,70
lipid140,ENSMUSG00000021549,7,70
lipid140,ENSMUSG00000022141,7,56
lipid140,ENSMUSG00000022205,8,630
lipid140,ENSMUSG00000022383,6,14
lipid140,ENSMUSG00000022387,7,14
lipid140,ENSMUSG00000022521,7,14
lipid140,ENSMUSG00000022911,6,7
lipid140,ENSMUSG00000023852,6,14
lipid140,ENSMUSG00000024083,7,28
lipid140,ENSMUSG00000024096,2,1
lipid140,ENSMUSG00000024122,7,7
lipid140,ENSMUSG00000024188,7,63
lipid140,ENSMUSG00000024384,7,7
lipid140,ENSMUSG00000024498,6,7
lipid140,ENSMUSG00000024526,4,1
lipid140,ENSMUSG00000024921,7,7
lipid140,ENSMUSG00000024975,7,14
lipid140,ENSMUSG00000025194,7,28
lipid140,ENSMUSG00000025364,7,21
lipid140,ENSMUSG00000025809,6,7
lipid140,ENSMUSG00000025860,7,35
lipid140,ENSMUSG00000026234,6,7
lipid140,ENSMUSG00000026353,6,7
lipid140,ENSMUSG00000026398,7,77
lipid140,ENSMUSG00000026464,7,112
lipid140,ENSMUSG00000026579,6,7
lipid140,ENSMUSG00000026740,7,21
lipid140,ENSMUSG00000026743,8,567
lipid140,ENSMUSG00000026991,7,35
lipid140,ENSMUSG00000027677,7,28
lipid140,ENSMUSG00000027680,6,14
lipid140,ENSMUSG00000027708,8,203
lipid140,ENSMUSG00000027884,7,77
lipid140,ENSMUSG00000028029,7,112
lipid140,ENSMUSG00000028053,6,7
lipid140,ENSMUSG00000028180,7,105
lipid140,ENSMUSG00000028559,7,126
lipid140,ENSMUSG00000028797,7,14
lipid140,ENSMUSG00000028869,7,35
lipid140,ENSMUSG00000029623,7,77
lipid140,ENSMUSG00000029634,7,35
lipid140,ENSMUSG00000029836,6,7
lipid140,ENSMUSG00000030059,7,224
lipid140,ENSMUSG00000030122,7,42
lipid140,ENSMUSG00000030216,7,14
lipid140,ENSMUSG00000030451,7,42
lipid140,ENSMUSG00000030557,7,70
lipid140,ENSMUSG00000030738,6,14
lipid140,ENSMUSG00000031060,7,7
lipid140,ENSMUSG00000031357,6,7
lipid140,ENSMUSG00000031902,7,168
lipid140,ENSMUSG00000031954,7,21
lipid140,ENSMUSG00000032384,8,651
lipid140,ENSMUSG00000032407,7,175
lipid140,ENSMUSG00000032525,7,28
lipid140,ENSMUSG00000032727,7,126
lipid140,ENSMUSG00000032763,3,4
lipid140,ENSMUSG00000033228,7,7
lipid140,ENSMUSG00000034163,8,735
lipid140,ENSMUSG00000034243,6,7
lipid140,ENSMUSG00000034252,6,7
lipid140,ENSMUSG00000034610,6,7
lipid140,ENSMUSG00000034620,6,7
lipid140,ENSMUSG00000035284,7,133
lipid140,ENSMUSG00000035349,6,7
lipid140,ENSMUSG00000035469,7,49
lipid140,ENSMUSG00000035762,7,49
lipid140,ENSMUSG00000036180,7,42
lipid140,ENSMUSG00000036940,6,7
lipid140,ENSMUSG00000037110,7,14
lipid140,ENSMUSG00000037234,7,84
lipid140,ENSMUSG00000037416,7,7
lipid140,ENSMUSG00000038446,7,7
lipid140,ENSMUSG00000038664,6,7
lipid140,ENSMUSG00000038708,6,7
lipid140,ENSMUSG00000038774,6,7
lipid140,ENSMUSG00000039704,8,112
lipid140,ENSMUSG00000040459,7,56
lipid140,ENSMUSG00000040549,7,119
lipid140,ENSMUSG00000041360,8,364
lipid140,ENSMUSG00000041997,7,98
lipid140,ENSMUSG00000042605,6,7
lipid140,ENSMUSG00000042814,5,7
lipid140,ENSMUSG00000043279,7,14
lipid140,ENSMUSG00000044252,7,7
lipid140,ENSMUSG00000044519,6,7
lipid140,ENSMUSG00000044573,6,7
lipid140,ENSMUSG00000046111,7,28
lipid140,ENSMUSG00000046230,6,7
lipid140,ENSMUSG00000048000,6,7
lipid140,ENSMUSG00000048118,7,35
lipid140,ENSMUSG00000049091,6,7
lipid140,ENSMUSG00000049606,6,7
lipid140,ENSMUSG00000050697,6,7
lipid140,ENSMUSG00000051285,6,7
lipid140,ENSMUSG00000052337,7,70
lipid140,ENSMUSG00000052428,7,28
lipid140,ENSMUSG00000052539,6,14
lipid140,ENSMUSG00000052595,5,7
lipid140,ENSMUSG00000053453,6,7
lipid140,ENSMUSG00000053510,8,539
lipid140,ENSMUSG00000053877,6,14
lipid140,ENSMUSG00000054226,7,28
lipid140,ENSMUSG00000056608,7,42
lipid140,ENSMUSG00000057110,7,49
lipid140,ENSMUSG00000057181,7,7
lipid140,ENSMUSG00000058056,8,497
lipid140,ENSMUSG00000058301,7,49
lipid140,ENSMUSG00000058587,7,105
lipid140,ENSMUSG00000059495,6,7
lipid140,ENSMUSG00000060961,6,7
lipid140,ENSMUSG00000061331,7,119
lipid140,ENSMUSG00000061755,6,7
lipid140,ENSMUSG00000062949,6,7
lipid140,ENSMUSG00000062981,7,126
lipid140,ENSMUSG00000063077,6,7
lipid140,ENSMUSG00000063382,8,70
lipid140,ENSMUSG00000064294,6,7
lipid140,ENSMUSG00000064337,6,14
lipid140,ENSMUSG00000064339,6,7
lipid140,ENSMUSG00000064345,7,119
lipid140,ENSMUSG00000064367,6,7
lipid140,ENSMUSG00000066406,7,7
lipid140,ENSMUSG00000068220,4,1
lipid140,ENSMUSG00000069892,6,7
lipid140,ENSMUSG00000070594,6,14
lipid140,ENSMUSG00000072294,7,7
lipid140,ENSMUSG00000074422,6,7
lipid140,ENSMUSG00000078427,7,119
lipid140,ENSMUSG00000080542,7,77
lipid140,ENSMUSG00000090836,7,63
lipid142,ENSMUSG00000000056,5,1
lipid142,ENSMUSG00000002028,6,9
lipid142,ENSMUSG00000003039,6,5
lipid142,ENSMUSG00000003813,6,1
lipid142,ENSMUSG00000004207,5,1
lipid142,ENSMUSG00000006005,5,1
lipid142,ENSMUSG00000011960,6,1
lipid142,ENSMUSG00000015759,6,3
lipid142,ENSMUSG00000016756,5,1
lipid142,ENSMUSG00000020154,6,1
lipid142,ENSMUSG00000020224,5,1
lipid142,ENSMUSG00000020250,6,9
lipid142,ENSMUSG00000020608,6,28
lipid142,ENSMUSG00000020609,5,1
lipid142,ENSMUSG00000020709,6,12
lipid142,ENSMUSG00000020721,5,1
lipid142,ENSMUSG00000020863,5,1
lipid142,ENSMUSG00000021039,4,1
lipid142,ENSMUSG00000021149,6,13
lipid142,ENSMUSG00000021243,6,1
lipid142,ENSMUSG00000021408,7,53
lipid142,ENSMUSG00000021413,6,10
lipid142,ENSMUSG00000021549,6,10
lipid142,ENSMUSG00000022141,6,8
lipid142,ENSMUSG00000022205,7,90
lipid142,ENSMUSG00000022383,5,2
lipid142,ENSMUSG00000022387,6,2
lipid142,ENSMUSG00000022521,6,2
lipid142,ENSMUSG00000022911,5,1
lipid142,ENSMUSG00000023852,5,2
lipid142,ENSMUSG00000024083,6,4
lipid142,ENSMUSG00000024096,3,1
lipid142,ENSMUSG00000024122,6,1
lipid142,ENSMUSG00000024188,6,9
lipid142,ENSMUSG00000024384,6,1
lipid142,ENSMUSG00000024498,5,1
lipid142,ENSMUSG00000024526,5,1
lipid142,ENSMUSG00000024921,6,1
lipid142,ENSMUSG00000024975,6,2
lipid142,ENSMUSG00000025194,6,4
lipid142,ENSMUSG00000025364,6,3
lipid142,ENSMUSG00000025809,5,1
lipid142,ENSMUSG00000025860,6,5
lipid142,ENSMUSG00000026234,5,1
lipid142,ENSMUSG00000026353,5,1
lipid142,ENSMUSG00000026398,6,11
lipid142,ENSMUSG00000026464,6,16
lipid142,ENSMUSG00000026579,5,1
lipid142,ENSMUSG00000026740,6,3
lipid142,ENSMUSG00000026743,7,81
lipid142,ENSMUSG00000026991,6,5
lipid142,ENSMUSG00000027677,6,4
lipid142,ENSMUSG00000027680,5,2
lipid142,ENSMUSG00000027708,7,29
lipid142,ENSMUSG00000027884,6,11
lipid142,ENSMUSG00000028029,6,16
lipid142,ENSMUSG00000028053,5,1
lipid142,ENSMUSG00000028180,6,15
lipid142,ENSMUSG00000028559,6,18
lipid142,ENSMUSG00000028797,6,2
lipid142,ENSMUSG00000028869,6,5
lipid142,ENSMUSG00000029623,6,11
lipid142,ENSMUSG00000029634,6,5
lipid142,ENSMUSG00000029836,5,1
lipid142,ENSMUSG00000030059,6,32
lipid142,ENSMUSG00000030122,6,6
lipid142,ENSMUSG00000030216,6,2
lipid142,ENSMUSG00000030451,6,6
lipid142,ENSMUSG00000030557,6,10
lipid142,ENSMUSG00000030738,5,2
lipid142,ENSMUSG00000031060,6,1
lipid142,ENSMUSG00000031357,5,1
lipid142,ENSMUSG00000031902,6,24
lipid142,ENSMUSG00000031954,6,3
lipid142,ENSMUSG00000032384,7,93
lipid142,ENSMUSG00000032407,6,25
lipid142,ENSMUSG00000032525,6,4
lipid142,ENSMUSG00000032727,6,18
lipid142,ENSMUSG00000032763,3,2
lipid142,ENSMUSG00000033228,6,1
lipid142,ENSMUSG00000034163,7,105
lipid142,ENSMUSG00000034243,5,1
lipid142,ENSMUSG00000034252,5,1
lipid142,ENSMUSG00000034610,5,1
lipid142,ENSMUSG00000034620,5,1
lipid142,ENSMUSG00000035284,6,19
lipid142,ENSMUSG00000035349,5,1
lipid142,ENSMUSG00000035469,6,7
lipid142,ENSMUSG00000035762,6,7
lipid142,ENSMUSG00000036180,6,6
lipid142,ENSMUSG00000036940,5,1
lipid142,ENSMUSG00000037110,6,2
lipid142,ENSMUSG00000037234,6,12
lipid142,ENSMUSG00000037416,6,1
lipid142,ENSMUSG00000038446,6,1
lipid142,ENSMUSG00000038664,5,1
lipid142,ENSMUSG00000038708,5,1
lipid142,ENSMUSG00000038774,5,1
lipid142,ENSMUSG00000039704,7,16
lipid142,ENSMUSG00000040459,6,8
lipid142,ENSMUSG00000040549,6,17
lipid142,ENSMUSG00000041360,7,52
lipid142,ENSMUSG00000041997,6,14
lipid142,ENSMUSG00000042605,5,1
lipid142,ENSMUSG00000042814,4,1
lipid142,ENSMUSG00000043279,6,2
lipid142,ENSMUSG00000044252,6,1
lipid142,ENSMUSG00000044519,5,1
lipid142,ENSMUSG00000044573,5,1
lipid142,ENSMUSG00000046111,6,4
lipid142,ENSMUSG00000046230,5,1
lipid142,ENSMUSG00000048000,5,1
lipid142,ENSMUSG00000048118,6,5
lipid142,ENSMUSG00000049091,5,1
lipid142,ENSMUSG00000049606,5,1
lipid142,ENSMUSG00000050697,5,1
lipid142,ENSMUSG00000051285,5,1
lipid142,ENSMUSG00000052337,6,10
lipid142,ENSMUSG00000052428,6,4
lipid142,ENSMUSG00000052539,5,2
lipid142,ENSMUSG00000052595,4,1
lipid142,ENSMUSG00000053453,5,1
lipid142,ENSMUSG00000053510,7,77
lipid142,ENSMUSG00000053877,5,2
lipid142,ENSMUSG00000054226,6,4
lipid142,ENSMUSG00000056608,6,6
lipid142,ENSMUSG00000057110,6,7
lipid142,ENSMUSG00000057181,6,1
lipid142,ENSMUSG00000058056,7,71
lipid142,ENSMUSG00000058301,6,7
lipid142,ENSMUSG00000058587,6,15
lipid142,ENSMUSG00000059495,5,1
lipid142,ENSMUSG00000060961,5,1
lipid142,ENSMUSG00000061331,6,17
lipid142,ENSMUSG00000061755,5,1
lipid142,ENSMUSG00000062949,5,1
lipid142,ENSMUSG00000062981,6,18
lipid142,ENSMUSG00000063077,5,1
lipid142,ENSMUSG00000063382,7,10
lipid142,ENSMUSG00000064294,5,1
lipid142,ENSMUSG00000064337,5,2
lipid142,ENSMUSG00000064339,5,1
lipid142,ENSMUSG00000064345,6,17
lipid142,ENSMUSG00000064367,5,1
lipid142,ENSMUSG00000066406,6,1
lipid142,ENSMUSG00000068220,5,1
lipid142,ENSMUSG00000069892,5,1
lipid142,ENSMUSG00000070594,5,2
lipid142,ENSMUSG00000072294,6,1
lipid142,ENSMUSG00000074422,5,1
lipid142,ENSMUSG00000078427,6,17
lipid142,ENSMUSG00000080542,6,11
lipid142,ENSMUSG00000090836,6,9
lipid144,ENSMUSG00000000056,7,17
lipid144,ENSMUSG00000002028,8,153
lipid144,ENSMUSG00000003039,8,85
lipid144,ENSMUSG00000003813,8,17
lipid144,ENSMUSG00000004207,4,5
lipid144,ENSMUSG00000006005,7,17
lipid144,ENSMUSG00000011960,8,17
lipid144,ENSMUSG00000015759,8,51
lipid144,ENSMUSG00000016756,7,17
lipid144,ENSMUSG00000020154,8,17
lipid144,ENSMUSG00000020224,7,17
lipid144,ENSMUSG00000020250,8,153
lipid144,ENSMUSG00000020608,8,476
lipid144,ENSMUSG00000020609,7,17
lipid144,ENSMUSG00000020709,8,204
lipid144,ENSMUSG00000020721,7,17
lipid144,ENSMUSG00000020863,7,17
lipid144,ENSMUSG00000021039,6,17
lipid144,ENSMUSG00000021149,8,221
lipid144,ENSMUSG00000021243,8,17
lipid144,ENSMUSG00000021408,9,901
lipid144,ENSMUSG00000021413,8,170
lipid144,ENSMUSG00000021549,8,170
lipid144,ENSMUSG00000022141,8,136
lipid144,ENSMUSG00000022205,9,1530
lipid144,ENSMUSG00000022383,7,34
lipid144,ENSMUSG00000022387,8,34
lipid144,ENSMUSG00000022521,8,34
lipid144,ENSMUSG00000022911,7,17
lipid144,ENSMUSG00000023852,7,34
